Hessian ranking (sum eigenvector components) for model (param idx, rank)
994, 1.9969591815024614
1757, 1.9888129029422998
32, 1.9525974579155445
790, 1.949326254427433
1245, 1.9281265139579773
1746, 1.9215999017469585
878, 1.9043309818953276
419, 1.8912661811336875
884, 1.8821159242652357
421, 1.876753226853907
861, 1.868195066228509
1634, 1.8658174299634993
266, 1.8483274141326547
407, 1.8445879500359297
400, 1.8340637367218733
41, 1.830029534175992
986, 1.8300144746899605
841, 1.8274738006293774
719, 1.8240144555456936
842, 1.813429903704673
225, 1.8033080659806728
911, 1.7885193228721619
1631, 1.7663216292858124
265, 1.745533645269461
481, 1.7234900332987309
854, 1.7019485961645842
1119, 1.6987106464803219
37, 1.6837470879545435
1165, 1.6826274171471596
932, 1.6691419910639524
1763, 1.6684720758348703
688, 1.660459284670651
466, 1.6514356294937897
1629, 1.6215774384327233
1741, 1.6145329736173153
928, 1.6063121613115072
995, 1.5890545761212707
1253, 1.5690825951751322
768, 1.5229842117987573
1630, 1.520664993673563
985, 1.5135026406496763
1122, 1.512725306674838
1624, 1.4837077632546425
1314, 1.4827339150942862
1761, 1.477862729690969
26, 1.4763402789831161
478, 1.4607772575691342
1625, 1.460517656058073
777, 1.4591082260012627
1121, 1.454940751194954
422, 1.4509856775403023
1124, 1.4481277838349342
485, 1.4412213480100036
98, 1.4395839422941208
1626, 1.4327839175239205
1747, 1.4249354489147663
359, 1.4226784110069275
397, 1.4150033593177795
1113, 1.4141112454235554
40, 1.4078768373001367
31, 1.400212789652869
984, 1.3994360473006964
662, 1.3950430564582348
1172, 1.3803188540041447
277, 1.3519231495447457
420, 1.3333510980010033
264, 1.3123745347838849
1633, 1.3036734089255333
350, 1.2994028702378273
51, 1.2900517890229821
1171, 1.2879812438040972
1309, 1.2838326829951257
354, 1.2781630996614695
209, 1.277067517861724
1117, 1.2726790187880397
143, 1.2697944762185216
102, 1.2593376226723194
887, 1.2582116546109319
1745, 1.2529582027345896
487, 1.2516732219373807
840, 1.2494894275441766
1639, 1.2449954394251108
389, 1.2356344228610396
1169, 1.212262574583292
859, 1.2020302545279264
387, 1.1998035348951817
406, 1.1788901314139366
925, 1.1742679588496685
1241, 1.155643445905298
479, 1.1459416933357716
1168, 1.1380581967532635
788, 1.136635433358606
1173, 1.1355304303579032
345, 1.1312023047357798
1161, 1.125456739217043
997, 1.116608263924718
1617, 1.1164703071117401
1317, 1.1133234025910497
401, 1.0990275293588638
216, 1.0734338220208883
30, 1.0711207315325737
10, 1.070158519782126
546, 1.067610943224281
782, 1.0628112425329164
865, 1.053178882226348
1764, 1.0420018574222922
1615, 1.0381136529613286
409, 1.014364618808031
473, 1.0059772226959467
1635, 0.9909513741731644
483, 0.9842663118615746
962, 0.9817362972535193
53, 0.9802878006976243
886, 0.976212156470865
914, 0.9724682949017733
1104, 0.968314629048109
405, 0.9642872549593449
372, 0.9510769078042358
1765, 0.9488054299727082
966, 0.9442755999043584
992, 0.9335014075040817
469, 0.9324875563615933
1638, 0.9288644306361675
1701, 0.928247697185725
271, 0.9197425656020641
991, 0.9181680520996451
353, 0.9152589226141572
100, 0.8995002373121679
1620, 0.8925915770232677
883, 0.8883664435707033
198, 0.882311012595892
661, 0.8747339411638677
781, 0.871016918332316
1622, 0.8642058670520782
390, 0.8566558379679918
226, 0.8541345514822751
1748, 0.8487197896465659
687, 0.8453836268745363
1608, 0.844079053029418
874, 0.8429372222162783
1167, 0.8368165600113571
1669, 0.8298348318785429
1305, 0.8222113251686096
1632, 0.8188390098512173
965, 0.7991662630811334
1627, 0.7967389598488808
530, 0.7920535206794739
228, 0.7908487115055323
200, 0.7900578528642654
273, 0.7830906729213893
847, 0.7790345490211621
388, 0.7778064534068108
767, 0.7755427479278296
1753, 0.7755232071503997
1162, 0.7722523522097617
1108, 0.7693529291427694
475, 0.7681470842799172
791, 0.7641322487033904
1282, 0.7598072625696659
935, 0.7520836163312197
541, 0.744700881652534
472, 0.743395657511428
933, 0.7403510194271803
1754, 0.7369202263653278
470, 0.7303089783526957
17, 0.726764228194952
532, 0.7256470005959272
414, 0.722295518964529
1118, 0.7171386275440454
403, 0.7162525735911913
101, 0.7128467652946711
785, 0.7064215026330203
1749, 0.6965817543677986
787, 0.6949993753805757
19, 0.6893529921071604
873, 0.6799931051209569
879, 0.673420780338347
1042, 0.6700482171145268
377, 0.6683422839269042
1112, 0.6679952428676188
1689, 0.6643005358055234
231, 0.6617338067153469
1046, 0.6578769085172098
778, 0.6573932878673077
1277, 0.6549042161786929
229, 0.6522901286371052
464, 0.6416575908660889
210, 0.6394834241364151
657, 0.639220132259652
1611, 0.6327185463160276
783, 0.6285670939832926
382, 0.6265655234456062
1621, 0.6244748272001743
779, 0.623114587389864
398, 0.6209522001445293
1613, 0.6194195237912936
1610, 0.6163500574184582
1738, 0.6140630067093298
1298, 0.6116520934738219
374, 0.610291748715099
21, 0.607733694370836
1254, 0.6008594762533903
872, 0.5923434547148645
418, 0.5919071892276406
912, 0.5896560521796346
853, 0.5880722400615923
929, 0.5868679457344115
474, 0.5834992695599794
434, 0.5804464779794216
423, 0.5772757912054658
212, 0.574691366404295
1737, 0.5742113213054836
1285, 0.5699172595050186
1101, 0.567655872553587
1766, 0.5631438437849283
1127, 0.5603092657402158
955, 0.5583192311460152
1682, 0.5558920931071043
1103, 0.5539771374315023
1123, 0.550311116501689
1138, 0.5447896323166788
1249, 0.5440260730683804
514, 0.5408743209554814
610, 0.5403964640572667
366, 0.5366430712892907
1014, 0.5282309544272721
1105, 0.5269249305129051
393, 0.5237866807729006
182, 0.5229124017059803
257, 0.5137256616726518
177, 0.507721140049398
1616, 0.4991711154580116
213, 0.4835495478473604
1045, 0.4766511167399585
392, 0.4739344466943294
1010, 0.47271489836566616
987, 0.4725550819421187
1750, 0.47162566520273685
1092, 0.4693899527192116
1657, 0.4686193021479994
1044, 0.4668739284388721
654, 0.465780085651204
656, 0.46544484607875347
215, 0.4646392510039732
375, 0.4625275007565506
898, 0.45870664855465293
1318, 0.45737445168197155
660, 0.45651465476839803
953, 0.4527443014085293
461, 0.4519318453967571
784, 0.4438206418417394
1086, 0.4387501620221883
468, 0.4382267505861819
917, 0.43774855183437467
394, 0.43585827108472586
8, 0.43086006538942456
272, 0.4307636704761535
896, 0.4214111075270921
1273, 0.4202754746656865
964, 0.4173003325704485
463, 0.414079706184566
1114, 0.413991323672235
738, 0.41335807647556067
900, 0.41334197483956814
988, 0.41183961648494005
882, 0.4079054007306695
1133, 0.40763894248811994
776, 0.40710149536607787
417, 0.4022771581658162
180, 0.4010452223010361
465, 0.39421149468398653
1759, 0.39413927029818296
1628, 0.3932990748435259
349, 0.391795372357592
196, 0.39064079336822033
1618, 0.38302989583462477
93, 0.3829347654245794
1251, 0.376456905156374
181, 0.37566365860402584
1293, 0.3723170477896929
103, 0.37155273742973804
658, 0.37016750732436776
934, 0.37011610716581345
57, 0.3666632426902652
1033, 0.3644123738631606
24, 0.3617148855701089
931, 0.3614077717065811
58, 0.36038121627643704
197, 0.35987653210759163
369, 0.35849258094094694
1685, 0.35842735844198614
959, 0.3480233890004456
602, 0.34744484222028404
1623, 0.34703241288661957
525, 0.3466660934500396
1126, 0.34472705936059356
1098, 0.34345507487887517
1080, 0.34306094981729984
1038, 0.34258056129328907
539, 0.34028550749644637
542, 0.3374942730879411
1087, 0.3354598805308342
960, 0.33538630686234683
655, 0.33097338676452637
663, 0.32826788490638137
458, 0.32736155134625733
528, 0.3267182130366564
1760, 0.32622982072643936
1097, 0.32573395455256104
416, 0.3228374281898141
544, 0.3207848706515506
91, 0.3190647738520056
613, 0.3179513211362064
650, 0.3161136116832495
529, 0.31305449531646445
731, 0.3130168975330889
1301, 0.30868708912748843
347, 0.3085444765165448
391, 0.305252602789551
534, 0.304221905535087
467, 0.3037718345876783
248, 0.3028043112717569
1136, 0.30219542421400547
909, 0.3014715339522809
168, 0.3010800536721945
548, 0.3004676979035139
535, 0.2969670055535971
1743, 0.2950407557655126
437, 0.29451933869859204
1313, 0.2919018356478773
1035, 0.29121550056152046
1129, 0.2910407870076597
1043, 0.29064774737344123
148, 0.2887317333370447
27, 0.28722542291507125
605, 0.28694883082062006
274, 0.28382786992006004
1013, 0.2834125646040775
922, 0.2829156555235386
1248, 0.2751313831031439
1246, 0.27413714316207916
1679, 0.2738536335527897
1677, 0.27361996192485094
1810, 0.2734662697184831
893, 0.27212401042925194
1673, 0.27110146917402744
913, 0.27095253812149167
399, 0.26995288068428636
1106, 0.2694259899435565
517, 0.26926730645936914
1674, 0.26887747924774885
958, 0.266476302058436
1163, 0.26629459811374545
1242, 0.26117259729653597
1095, 0.2611128813587129
146, 0.26101433450821787
438, 0.259384190896526
46, 0.257967114681378
989, 0.25752034271135926
1681, 0.2553577832877636
1047, 0.25436156103387475
1082, 0.24962955771479756
258, 0.248468114703428
659, 0.24813165614614263
1160, 0.24763896607328206
352, 0.2469276896736119
178, 0.24662510899361223
649, 0.2443442135117948
1091, 0.2439006867352873
604, 0.24193496955558658
607, 0.2413872927427292
518, 0.24085523537360132
1094, 0.2402377910912037
1619, 0.24005382880568504
545, 0.23956535663455725
963, 0.23834042670205235
1040, 0.23678702185861766
550, 0.23508098782622255
1683, 0.23381198616698384
1286, 0.23360631114337593
1684, 0.23337166383862495
1663, 0.23326104826992378
978, 0.23283390747383237
187, 0.23198782559484243
1756, 0.2308147672447376
1289, 0.22764795044895436
1174, 0.22683658078312874
260, 0.22418544022366405
1039, 0.2240187362767756
880, 0.22256601229310036
1310, 0.2222893066937104
1252, 0.22197949420660734
907, 0.22169770626351237
1744, 0.22099588136188686
901, 0.21960372850298882
151, 0.21580941369757056
90, 0.21579198259860277
920, 0.21280910237692297
1676, 0.20871055306633934
1058, 0.2086660899221897
954, 0.20783472526818514
99, 0.20736402296461165
1140, 0.20478151412680745
59, 0.20260372292250395
1693, 0.20237589068710804
1687, 0.2023017592728138
1665, 0.20179988257586956
162, 0.20123117603361607
715, 0.20018930023070425
5, 0.19821891048923135
1656, 0.19720888882875443
1668, 0.1943303057923913
1003, 0.19359244499355555
1670, 0.19207694940268993
1137, 0.19178649177774787
386, 0.19071475439704955
1297, 0.1906352632213384
1164, 0.19020405867195223
1089, 0.18755262158811092
411, 0.18745536752976477
993, 0.18704961007460952
531, 0.185731545323506
263, 0.18521536239677516
543, 0.18447525578085333
261, 0.1838110414100811
1678, 0.18349881621543318
608, 0.18343328218907118
183, 0.18321505606581923
527, 0.1816849255701527
1650, 0.18151476362186258
648, 0.18052855436690152
1096, 0.18048223946243525
1012, 0.180433931061998
457, 0.17993519664742053
1299, 0.17955086240544915
344, 0.17824955214746296
408, 0.1751436209306121
902, 0.17507504438981414
1081, 0.17285878956317902
698, 0.172604777966626
97, 0.17054161662235856
524, 0.16966893570497632
877, 0.16945433104410768
96, 0.16739561432041228
1034, 0.16585134150227532
1255, 0.16478469796129502
1125, 0.1634509936266113
1032, 0.16270885651465505
1115, 0.16267508920282125
1111, 0.16237707412801683
614, 0.16230257548158988
1312, 0.16151029476895928
1672, 0.16048825066536665
834, 0.15944752050563693
161, 0.15742502827197313
1135, 0.1568777607753873
1052, 0.15674408455379307
609, 0.15606243535876274
533, 0.15477507875766605
875, 0.15460136346518993
1001, 0.15451276960084215
194, 0.1526874577975832
1247, 0.1522278254851699
1107, 0.1514869569800794
1083, 0.15147581789642572
881, 0.15093936305493116
1661, 0.15073764976114035
1055, 0.15006313240155578
1281, 0.14942500586039387
612, 0.14678181882482022
1008, 0.14671747323154705
435, 0.14622118591796607
1130, 0.14603575284127146
1698, 0.14424881717422977
885, 0.1424854634096846
385, 0.1422523376531899
1645, 0.13928824802860618
136, 0.13823130633682013
171, 0.13766456628218293
1085, 0.13732155330944806
39, 0.13695608032867312
536, 0.1359402399903047
515, 0.13532925362233073
1659, 0.13447724608704448
1740, 0.13426729798084125
701, 0.13200095389038324
139, 0.13160411297576502
1811, 0.13150242704432458
346, 0.1306205950677395
395, 0.1283673271536827
611, 0.12719136761734262
431, 0.12707476038485765
653, 0.1254884865920758
743, 0.12167692615184933
1680, 0.11871564039029181
511, 0.11813838663510978
1088, 0.11784583237022161
578, 0.11670498934108764
967, 0.11645569326356053
1302, 0.11580146942287683
903, 0.11569709470495582
703, 0.11568357096984982
1166, 0.11553643504157662
1644, 0.11523479595780373
709, 0.11509486136492342
160, 0.11504626669920981
1093, 0.11423964658752084
1278, 0.11421725881518796
269, 0.11410514765884727
1300, 0.11326515465043485
1175, 0.11311650648713112
1805, 0.11151902563869953
1002, 0.11150959506630898
600, 0.1098004449158907
706, 0.10974767024163157
456, 0.10908885765820742
384, 0.10855259979143739
1060, 0.10763561492785811
1812, 0.10681181331165135
730, 0.10649349010782316
1664, 0.10595696419477463
1653, 0.10560840321704745
48, 0.10559631045907736
1243, 0.10511765044066124
523, 0.10499060992151499
926, 0.10467374772997573
1658, 0.10424541891552508
1290, 0.1037239849101752
1006, 0.10223466655588709
186, 0.10212242067791522
166, 0.10206470695266034
521, 0.1016816443298012
976, 0.101634866103268
1691, 0.10054769576527178
1217, 0.09789317334070802
1809, 0.0969520314829424
838, 0.0962796839303337
1037, 0.0955626661889255
502, 0.09534810745390132
526, 0.094440256638336
1296, 0.09441191476071253
606, 0.09432461322285235
1050, 0.0935277403332293
683, 0.09129367594141513
1062, 0.09118647105060518
547, 0.09005419388995506
1319, 0.08980793133378029
1057, 0.08960079122334719
705, 0.08933299605268985
1007, 0.08872273424640298
396, 0.08745269966311753
970, 0.08735356014221907
1000, 0.08583499793894589
1280, 0.08490393933607265
1675, 0.08453960274346173
219, 0.0844956215005368
1700, 0.08426569448783994
1696, 0.08361993730068207
651, 0.08311193191912025
763, 0.0830007791519165
1802, 0.08224054938182235
1128, 0.0811740995850414
192, 0.0803561514330795
710, 0.08000121085206047
522, 0.07998737506568432
141, 0.07989390022703446
899, 0.07976991287432611
193, 0.07874122542853002
1011, 0.07794214732712135
921, 0.0763309276662767
1646, 0.07510373974218965
538, 0.07497904244519304
961, 0.07475236628670245
500, 0.07425361103378236
1005, 0.07420042669400573
497, 0.07419510522595374
582, 0.07400295982370153
471, 0.07375090959249064
1801, 0.0732539297605399
94, 0.07314429548569024
189, 0.07266082862042822
952, 0.07244283671752783
1053, 0.07128669030498713
580, 0.07082371736760251
1134, 0.07002634240780026
707, 0.06945601239567623
826, 0.06891241413541138
88, 0.0682040381943807
520, 0.06797601480502635
142, 0.06760766671504825
170, 0.06726427446119487
615, 0.06714657763950527
1061, 0.06703471904620528
147, 0.06672804348636419
163, 0.06603270815685391
982, 0.06487247254699469
199, 0.06473862499115057
152, 0.06398257613182068
711, 0.06357491511153057
1208, 0.06334842857904732
155, 0.06327244662679732
1813, 0.06301222718320787
462, 0.06228185456711799
1041, 0.06210862856823951
734, 0.06166389708960196
577, 0.06149407668272033
732, 0.06137215788476169
576, 0.06133400027465541
1694, 0.060704445611918345
729, 0.06066471664234996
1049, 0.06035361485555768
696, 0.060311118548270315
1649, 0.06026765098795295
89, 0.060182056098710746
195, 0.05986453336663544
140, 0.05823022749973461
1303, 0.057381731807254255
1648, 0.05707914289087057
1056, 0.05701945221517235
1808, 0.05633449957531411
833, 0.05619571800343692
980, 0.05604146538826171
376, 0.05600452865473926
573, 0.0558347919723019
977, 0.05567288596648723
203, 0.05508645158261061
733, 0.055023991386406124
379, 0.05491902504581958
839, 0.054428376723080873
890, 0.05353587667923421
601, 0.05320596630917862
351, 0.05306041077710688
827, 0.053015749203041196
61, 0.051684441466932185
92, 0.051309872200363316
1690, 0.05119625269435346
1695, 0.05085122212767601
165, 0.050772827740729554
1641, 0.05071924428921193
1218, 0.05064867774490267
704, 0.0505810140275571
330, 0.04998175916261971
971, 0.0494311295915395
583, 0.049357892880948384
697, 0.0486146982293576
1287, 0.046452933456748724
1667, 0.04619532870128751
832, 0.046006597694940865
459, 0.04583929890213767
1220, 0.045351407141424716
981, 0.045140913454815745
267, 0.044337223400361836
1702, 0.04368494887603447
1294, 0.04336108961888385
1709, 0.04259516444290057
1671, 0.04256306972820312
739, 0.04174596501979977
1688, 0.041690226877108216
1755, 0.04166643519420177
983, 0.04163311014417559
1063, 0.041585951345041394
1714, 0.04045850864440581
1666, 0.0403038446966093
1295, 0.039477541751693934
973, 0.03944654922815971
1807, 0.03931652556639165
831, 0.03931390028446913
1221, 0.03905382612720132
1652, 0.03892190149053931
1036, 0.038873959449119866
509, 0.03863712435122579
339, 0.03792789950966835
1697, 0.037650213329470716
82, 0.037381675734650344
1651, 0.03725943772587925
894, 0.036309105380496476
1223, 0.035940057307016104
86, 0.03570485417731106
975, 0.03566832799697295
1686, 0.035498380195349455
1715, 0.034396106260828674
780, 0.03416083655611146
740, 0.03372605319600552
158, 0.03364585794042796
1767, 0.03308459906838834
1240, 0.03275487222708762
153, 0.032507528754649684
1758, 0.031637168722227216
63, 0.03151666288613342
83, 0.03137193783186376
537, 0.03124989871867001
1116, 0.031199908844428137
1699, 0.030625930638052523
972, 0.03052307927282527
1054, 0.029560485389083624
342, 0.02953323206747882
251, 0.02940611122176051
1643, 0.0291590093402192
1713, 0.028280913858907297
184, 0.02792935844627209
728, 0.02783339499728754
1642, 0.02775029839904164
1789, 0.02745115596917458
329, 0.02722645181347616
1794, 0.026772040844662115
1291, 0.026532698306255043
1655, 0.025816663925070316
335, 0.025667063426226377
410, 0.02489954668271821
337, 0.024880683748051524
360, 0.02423803107740241
1806, 0.023932125885039568
167, 0.023415697127347812
1051, 0.023345756519120187
179, 0.023218383314087987
1814, 0.022916606772923842
340, 0.02276475727558136
1716, 0.02267980491160415
81, 0.022656764529529028
1804, 0.02260542518342845
1795, 0.022476570768048987
1292, 0.022460283544205595
80, 0.02230183663778007
331, 0.02222915005404502
1803, 0.021991151908878237
570, 0.02189469983568415
581, 0.021773615037091076
336, 0.02173146980931051
510, 0.021587009250652045
1706, 0.021494036947842687
568, 0.021414909628219903
348, 0.021141584616998443
1059, 0.021129349304828793
1752, 0.02095497264235746
979, 0.020720869390061125
230, 0.020358663459774107
138, 0.02033949608448893
1654, 0.019646735745482147
512, 0.019365226908121258
652, 0.01889924384886399
1703, 0.018483396794181317
1793, 0.018277259412570857
503, 0.017877292091725394
328, 0.017597817961359397
969, 0.01683093932660995
450, 0.01673580051283352
445, 0.016732393738493556
1288, 0.016664712748024613
1640, 0.016475987271405756
579, 0.016433801602033782
449, 0.01639369521581102
507, 0.015821761509869248
218, 0.015782080765347928
836, 0.015754777938127518
494, 0.015638187553122407
85, 0.015577250043861568
825, 0.0152536818968656
700, 0.015154865977820009
1796, 0.015020482867839746
1718, 0.014287286321632564
223, 0.014190203073667362
1786, 0.014160737358906772
1705, 0.014017284498549998
1048, 0.013820713240420446
1717, 0.013701589501579292
87, 0.013512889316189103
829, 0.013418814400210977
957, 0.013127299056577613
908, 0.012820818432373926
974, 0.012764501712808851
334, 0.012719328631646931
224, 0.012602293863892555
1815, 0.01234533340902999
78, 0.01189107118989341
1139, 0.011498884705360979
413, 0.011040814514217345
448, 0.010988650879880879
333, 0.01082940046035219
1609, 0.010624941416608635
824, 0.010459739831276238
835, 0.01045659277588129
75, 0.010446610496728681
708, 0.010312244994565845
72, 0.010274123575072736
516, 0.010175773582886904
488, 0.010080446987558389
15, 0.010049166638054885
830, 0.010034392995294183
268, 0.010004616997321136
415, 0.00997705350164324
185, 0.009934398694895208
1798, 0.009414220854523592
603, 0.009016379735840019
1785, 0.008969177721155575
227, 0.00871214858489111
1797, 0.008662293424720247
137, 0.00831327993364539
504, 0.008286268421215937
1800, 0.008257480520114768
1647, 0.007965223150677048
442, 0.007941208416013978
217, 0.007848916884540813
569, 0.0075040560914203525
454, 0.007251099872519262
451, 0.007188002791735926
1711, 0.007180772845458705
190, 0.006804168697271962
453, 0.006793076401663711
1614, 0.006571477566467365
1662, 0.006417941414838424
222, 0.005746539383835625
1211, 0.0056700473942328244
452, 0.005655688495608047
574, 0.005429587246908341
95, 0.005270039648166858
73, 0.005100200898596086
1712, 0.004849790354001016
1791, 0.004762998612932279
968, 0.0038080147432992817
1792, 0.0036084188277527574
441, 0.0031460164827876724
702, 0.003022811190021457
447, 0.0027630252006929368
699, 0.0024881779463612475
221, 0.002092558805088629
506, 0.0010034761207862175
1899, 0.0
1897, 0.0
1896, 0.0
424, 0.0
425, 0.0
1898, 0.0
1900, 0.0
1902, 0.0
1903, 0.0
1901, 0.0
1304, 0.0
426, 0.0
427, 0.0
1889, 0.0
1890, 0.0
455, 0.0
446, 0.0
444, 0.0
443, 0.0
440, 0.0
439, 0.0
1891, 0.0
1892, 0.0
436, 0.0
1893, 0.0
1894, 0.0
433, 0.0
432, 0.0
1895, 0.0
430, 0.0
429, 0.0
428, 0.0
1904, 0.0
1917, 0.0
412, 0.0
1945, 0.0
1943, 0.0
1942, 0.0
361, 0.0
362, 0.0
363, 0.0
364, 0.0
365, 0.0
1941, 0.0
367, 0.0
368, 0.0
1940, 0.0
370, 0.0
371, 0.0
1939, 0.0
373, 0.0
1944, 0.0
1946, 0.0
1905, 0.0
1947, 0.0
1960, 0.0
341, 0.0
1959, 0.0
343, 0.0
1958, 0.0
1957, 0.0
1956, 0.0
1955, 0.0
1954, 0.0
1953, 0.0
1952, 0.0
1951, 0.0
1950, 0.0
1949, 0.0
1948, 0.0
1938, 0.0
1937, 0.0
1936, 0.0
1935, 0.0
1920, 0.0
1919, 0.0
1918, 0.0
1887, 0.0
1916, 0.0
1915, 0.0
1914, 0.0
1913, 0.0
1912, 0.0
1911, 0.0
1910, 0.0
1909, 0.0
1908, 0.0
1907, 0.0
1906, 0.0
1921, 0.0
1922, 0.0
1923, 0.0
1932, 0.0
378, 0.0
1934, 0.0
380, 0.0
381, 0.0
1933, 0.0
383, 0.0
1931, 0.0
1924, 0.0
1930, 0.0
1929, 0.0
1928, 0.0
1927, 0.0
1926, 0.0
1925, 0.0
1888, 0.0
1863, 0.0
460, 0.0
1799, 0.0
561, 0.0
562, 0.0
563, 0.0
564, 0.0
565, 0.0
566, 0.0
567, 0.0
1821, 0.0
1820, 0.0
571, 0.0
572, 0.0
1819, 0.0
575, 0.0
1818, 0.0
1817, 0.0
560, 0.0
559, 0.0
558, 0.0
549, 0.0
1828, 0.0
1827, 0.0
1826, 0.0
1825, 0.0
1824, 0.0
1823, 0.0
1822, 0.0
557, 0.0
551, 0.0
552, 0.0
553, 0.0
554, 0.0
555, 0.0
556, 0.0
1816, 0.0
584, 0.0
1886, 0.0
585, 0.0
1783, 0.0
1782, 0.0
1781, 0.0
1780, 0.0
616, 0.0
617, 0.0
618, 0.0
619, 0.0
620, 0.0
621, 0.0
622, 0.0
623, 0.0
624, 0.0
625, 0.0
626, 0.0
1784, 0.0
1787, 0.0
1788, 0.0
592, 0.0
586, 0.0
587, 0.0
588, 0.0
589, 0.0
590, 0.0
591, 0.0
593, 0.0
1790, 0.0
594, 0.0
595, 0.0
596, 0.0
597, 0.0
598, 0.0
599, 0.0
1829, 0.0
1830, 0.0
540, 0.0
1831, 0.0
1868, 0.0
1867, 0.0
1866, 0.0
1865, 0.0
1864, 0.0
338, 0.0
1862, 0.0
1861, 0.0
489, 0.0
490, 0.0
491, 0.0
492, 0.0
493, 0.0
495, 0.0
496, 0.0
1869, 0.0
1870, 0.0
1871, 0.0
1879, 0.0
1885, 0.0
1884, 0.0
1883, 0.0
1882, 0.0
1881, 0.0
1880, 0.0
1878, 0.0
476, 0.0
1877, 0.0
1876, 0.0
1875, 0.0
1874, 0.0
1873, 0.0
1872, 0.0
1860, 0.0
498, 0.0
499, 0.0
1839, 0.0
1845, 0.0
1844, 0.0
1843, 0.0
1842, 0.0
1841, 0.0
1840, 0.0
1838, 0.0
1847, 0.0
1837, 0.0
1836, 0.0
1835, 0.0
1834, 0.0
1833, 0.0
1832, 0.0
1846, 0.0
1848, 0.0
1859, 0.0
1855, 0.0
501, 0.0
1858, 0.0
505, 0.0
508, 0.0
1857, 0.0
1856, 0.0
513, 0.0
1849, 0.0
1854, 0.0
1853, 0.0
1852, 0.0
1851, 0.0
519, 0.0
1850, 0.0
1961, 0.0
322, 0.0
1962, 0.0
115, 0.0
108, 0.0
109, 0.0
110, 0.0
111, 0.0
112, 0.0
113, 0.0
114, 0.0
116, 0.0
106, 0.0
117, 0.0
118, 0.0
119, 0.0
120, 0.0
121, 0.0
122, 0.0
123, 0.0
107, 0.0
105, 0.0
2067, 0.0
2059, 0.0
2066, 0.0
2065, 0.0
2064, 0.0
2063, 0.0
2062, 0.0
2061, 0.0
2060, 0.0
2058, 0.0
104, 0.0
2057, 0.0
2056, 0.0
2055, 0.0
2054, 0.0
2053, 0.0
2052, 0.0
2051, 0.0
124, 0.0
125, 0.0
126, 0.0
156, 0.0
2039, 0.0
2038, 0.0
2037, 0.0
2036, 0.0
2035, 0.0
154, 0.0
2034, 0.0
157, 0.0
127, 0.0
2033, 0.0
159, 0.0
2032, 0.0
2031, 0.0
2030, 0.0
2029, 0.0
164, 0.0
2040, 0.0
2041, 0.0
2042, 0.0
2043, 0.0
128, 0.0
129, 0.0
130, 0.0
131, 0.0
132, 0.0
133, 0.0
134, 0.0
135, 0.0
2050, 0.0
2049, 0.0
2048, 0.0
2047, 0.0
2046, 0.0
2045, 0.0
2044, 0.0
84, 0.0
2068, 0.0
1963, 0.0
29, 0.0
2102, 0.0
23, 0.0
2101, 0.0
2100, 0.0
2099, 0.0
2098, 0.0
2097, 0.0
2096, 0.0
2104, 0.0
2095, 0.0
2094, 0.0
2093, 0.0
2092, 0.0
35, 0.0
